	F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
guanosine	0.0991	0.0454	0.1387	0.0454	9.0233	0.3548	1.144	10.6263	6.5619	0.0454	1.01	2.5209	0.0454	0.0454	0.0454	0.1576	0.1668	0.5973	0.247	1.7518	0.2	1.0047	0.1656	2.1031	0.2476	0.3586	0.5518	3.8358	0.1257	0.6557	0.8522	2.5933	1.2482	0.6086	0.0454
guanine	0.7203	0.5822	0.4897	1.3808	3.7963	1.2794	1.9762	1.486	1.3352	0.7804	2.6746	0.9778	0.6795	0.8168	0.4199	1.0136	1.0492	4.3205	1.7779	1.8535	1.4729	6.5072	1.2579	3.0089	0.8167	0.6754	1.1148	3.1031	0.7982	2.3577	2.0589	2.1533	2.5215	1.3441	0.8479
7-methylguanine	1.4699	1.15	1.2516	1.3095	0.874	0.9932	1.2146	1.2537	1.0069	0.9933	0.6988	1.3904	1.2069	1.3768	1.0877	1.516	1.416	1.4817	0.9532	0.8323	1.0386	0.8794	1.0303	0.9179	0.8921	0.9576	1.754	1.1729	1.5564	0.6657	1.5246	0.6493	1.0618	0.8977	1.0173
8-hydroxyguanine	0.2016	0.481	0.1178	1.5119	4.6411	1.2814	1.2485	1.7564	2.7659	0.8749	0.5077	0.1178	1.1151	0.6996	0.351	0.5203	0.5447	0.5121	0.844	1.0194	0.169	0.1903	0.7243	1.6319	0.4322	0.431	0.2227	0.6531	0.3064	0.5051	1.0	0.7682	1.2449	0.2987	0.4513
2'-deoxyguanosine	0.6009	0.4323	0.321	1.8493	6.1296	1.0514	3.4985	2.4965	4.3476	0.6629	2.4572	3.2597	0.1439	0.7448	0.3669	1.3229	1.0815	11.6884	1.843	1.8663	1.3064	5.5893	1.8549	2.4142	0.4544	0.6752	2.0851	3.5053	0.7741	2.8163	1.8452	2.1271	3.5093	0.9156	0.3685
orotate	1.4837	2.2062	2.372	5.1235	1.5729	3.4057	3.8261	0.5967	2.5196	3.0786	2.6942	1.1427	2.1845	1.7067	2.4292	1.1734	0.8779	0.6713	2.6603	2.9878	1.3026	3.9222	2.2849	1.8643	1.3919	2.3996	1.2595	1.0909	1.1946	2.1504	13.6781	0.7134	2.3508	1.1089	3.4889
UMP	4.3955	1.2442	5.1903	0.5824	0.0846	1.5549	0.1268	0.0846	0.1634	1.1977	0.1956	1.2052	2.284	2.2691	2.4615	4.5883	3.3366	0.3478	0.4485	0.2066	5.5554	0.4163	1.6865	0.0846	2.33	2.1882	1.0226	0.2841	1.97	0.8698	0.4938	0.0846	0.0846	1.9028	3.2631
uridine	0.3124	0.1854	0.2971	1.58	8.3628	2.2416	3.7118	4.5906	7.2941	0.282	2.6654	4.4175	0.4219	0.448	0.3079	0.7561	1.3448	7.816	1.0118	3.5974	1.0919	4.2845	0.7368	4.5494	0.5746	1.1855	2.5151	5.8189	0.615	1.5913	2.5506	2.195	4.537	1.4617	0.3817
uracil	0.4786	1.5419	0.513	1.5863	1.7693	1.4523	1.5295	1.1156	1.52	2.1229	0.7833	0.7977	1.5049	2.9618	0.8257	1.0292	0.4884	1.1545	0.9271	0.7932	0.5171	0.5148	1.2066	1.0709	0.5197	1.5836	0.8009	0.4821	0.4997	0.819	0.6137	0.2907	0.6796	0.4057	1.3866
pseudouridine	0.7838	0.8902	0.5703	0.9121	1.2958	1.3872	1.5007	1.2708	1.2203	1.2765	0.6236	0.9616	0.9561	0.9209	0.9632	1.3614	0.767	1.0397	0.9993	0.6068	0.8353	0.7438	0.8859	0.7141	0.7544	1.1078	1.0007	0.6901	0.8806	0.7598	1.1964	0.4462	0.4358	0.7108	1.0107
5,6-dihydrouridine	0.1407	0.1407	0.1407	0.5999	2.1297	0.698	1.3606	2.1323	1.7637	0.1407	0.3471	1.9485	0.1407	0.5375	0.2399	0.1407	0.2948	6.5166	0.5894	0.5696	0.8272	0.8456	0.3017	0.7556	0.4161	0.6776	0.9249	1.3401	0.2948	0.6251	1.2104	0.315	0.5386	0.5827	0.3227
2'-O-methyluridine	0.4642	0.4791	0.3064	1.8828	6.0581	1.8194	4.1508	1.5725	6.3269	1.0673	0.9852	0.3064	1.342	1.035	0.4744	0.8136	0.6541	0.854	0.9586	1.5954	0.3064	0.4842	1.1198	1.9021	0.3064	1.4158	0.5731	0.4529	0.3064	0.484	1.069	0.3064	1.2437	0.3064	1.2038
5-methyluridine (ribothymidine)	0.1277	0.2662	0.1277	1.1582	6.0966	1.0	1.9735	4.2621	5.4273	0.2851	0.9907	3.4631	0.1277	0.7056	0.288	0.3199	0.1277	10.9701	0.5122	1.7983	0.2693	0.9532	0.4031	2.3066	0.3031	0.8875	0.969	2.405	0.1902	0.7108	0.4048	0.9562	1.4885	0.5718	0.2588
5,6-dihydrouracil	0.7973	1.7499	1.9818	1.1194	1.2636	1.1387	3.6709	0.1177	0.7218	1.344	0.5386	0.3578	2.5898	3.5263	1.5037	0.3502	1.4102	0.1177	2.4375	1.2156	1.4436	0.2875	2.3044	0.3742	0.6193	1.839	0.4817	0.1177	1.1541	1.0906	2.3803	0.1177	0.1177	0.1177	3.4135
5-hydroxymethyluracil	0.2914	0.8075	1.1318	1.3198	1.9108	0.673	1.0023	1.3422	0.2914	0.8549	0.2914	0.8177	1.1054	1.8719	0.2914	1.112	0.2914	0.972	0.642	0.2914	1.8345	0.6461	0.7322	0.7733	0.8838	0.8334	0.5513	0.2914	0.2914	1.0547	0.2914	0.6915	1.0	0.5602	0.8758
2'-deoxyuridine	0.3302	0.3074	0.2294	1.6772	6.8156	0.6998	4.5476	2.8048	8.0834	0.7171	2.2699	1.8773	0.2347	0.9389	0.2805	0.8581	0.7265	6.241	0.6875	1.6241	0.4532	1.3086	0.8245	2.998	0.317	0.8914	0.9802	2.9098	0.2946	2.3899	0.4501	2.4653	4.6999	0.3979	0.3746
3-ureidopropionate	1.4524	1.7466	2.3533	0.323	1.3363	0.5542	1.2611	0.8607	0.2748	1.9331	0.7968	0.7486	1.7087	5.7794	2.2178	1.0181	2.837	0.5055	2.0281	0.4014	1.9802	0.3873	1.7322	0.6969	0.5565	1.962	0.9006	0.3077	1.5113	0.9283	0.6654	0.2368	0.3971	0.6185	2.9064
beta-alanine	2.892	1.6131	2.0705	0.6604	0.6832	0.5441	1.449	0.4358	0.5862	2.4193	0.5121	0.5456	1.0324	3.31	1.6559	0.7468	2.2769	0.5158	1.8559	0.388	1.9278	0.3635	0.8948	0.8295	0.5252	1.1939	1.5603	0.5369	1.0848	0.5727	1.519	0.6208	0.3481	0.7322	1.7908
N-acetyl-beta-alanine	1.3842	2.2667	1.1461	1.5238	0.9802	0.9099	1.1636	0.5709	1.127	1.586	0.6452	1.0235	1.639	1.7042	1.2664	1.2744	1.3559	0.2405	1.4935	1.0008	0.8239	0.737	1.0914	1.0727	0.5835	0.9829	1.2793	0.4219	1.8973	0.6453	1.6073	0.7542	0.7271	0.5642	1.3455
CMP	5.3674	1.7735	5.5469	0.5776	0.1367	1.074	0.15	0.1943	0.2346	1.8288	0.1565	1.1016	2.3068	2.8051	2.8963	5.7947	3.5609	0.3051	0.3955	0.1955	7.5396	0.4418	1.7431	0.1367	2.3517	1.8413	1.2459	0.2543	3.0089	0.5942	0.367	0.1367	0.159	2.0332	3.9281
cytidine	0.3071	0.3683	0.2733	1.4009	0.8906	2.0476	1.5847	1.9836	1.465	0.5075	2.0218	2.2318	0.4922	0.6008	0.3007	0.9551	0.7112	3.463	1.3271	1.6684	1.0535	3.3342	1.2511	2.1937	0.9376	0.7051	1.355	2.843	0.7237	2.1524	0.9957	1.2721	1.4286	1.0043	0.5234
cytosine	1.3159	1.9182	1.5716	1.3313	0.156	1.9351	1.5634	0.1136	0.3967	1.2426	1.6397	1.0038	1.7151	1.6631	1.3934	1.6762	1.3626	1.1601	2.8758	0.5194	1.9528	1.9529	1.3213	0.6523	0.751	1.655	2.0014	0.5269	1.3961	2.0444	1.6769	0.2535	0.9962	0.7396	2.4444
5-hydroxymethylcytosine	2.368	1.8282	0.9136	0.7659	0.0708	0.9246	1.0006	0.2268	0.6825	1.2235	0.5802	1.0398	1.0633	3.1286	1.5627	0.905	1.6113	0.6037	1.1496	0.4462	1.2276	0.3405	0.8043	0.7109	1.375	1.613	2.4603	1.1933	2.2821	0.6987	3.0903	0.6796	0.944	0.8002	1.4689
5-methylcytosine	1.7438	2.2036	0.8218	1.5373	0.2266	1.4031	1.5506	0.1121	0.4691	1.3006	0.9452	0.5524	2.0206	1.4452	1.461	1.0554	1.0105	0.4801	2.2241	0.6719	1.2912	0.7177	1.2127	0.497	0.9045	1.022	1.3133	0.4526	1.6515	1.0415	5.7132	0.2509	1.0719	0.6903	1.7691
dCMP	3.6606	2.3792	2.8045	1.3943	0.0964	0.9935	0.3497	0.4056	0.9879	2.6283	0.3992	0.9687	0.9009	2.7409	1.972	4.3962	1.2346	0.137	1.1664	0.389	2.5978	0.3513	3.7001	0.2501	1.0979	2.7611	0.9111	0.2286	1.5513	1.0211	0.3661	0.113	0.0964	1.5178	2.1877
2'-deoxycytidine	0.2694	0.6297	0.4121	2.1213	0.7582	1.2918	2.4735	3.233	2.9234	0.6249	2.3173	2.7066	0.1511	0.5826	0.4331	0.907	0.4924	4.5781	1.9549	2.2083	0.8358	4.051	1.7519	3.1526	0.4705	0.5195	1.7266	3.6174	0.4862	3.2045	0.8349	2.6602	1.9007	0.5411	0.2519
5-methyl-2'-deoxycytidine	0.8487	0.9757	0.9672	0.998	1.1043	0.8065	1.2198	1.0647	1.2937	1.2996	1.0951	1.4158	0.6987	1.1396	1.1551	1.1066	1.002	2.0274	1.1985	0.9444	1.0995	1.533	0.9889	1.1409	0.6877	1.1156	0.8922	1.0892	1.3559	1.167	1.3927	1.1252	0.8562	0.9075	0.8941
TMP	2.4958	3.6188	6.3334	0.9508	0.0532	0.9291	0.0532	0.0532	0.0983	3.0793	0.4336	0.861	1.139	2.7897	2.0874	3.017	0.9402	0.0532	0.8417	0.5589	1.9214	0.1354	4.3513	0.2506	1.0598	3.3625	1.0339	0.0532	1.4737	1.0084	0.0532	0.0532	0.0533	1.3968	3.0352
thymidine	0.4973	0.3091	0.2561	1.6856	4.9595	1.0423	3.3168	1.9775	6.5406	0.5188	2.3108	1.928	0.3371	0.6584	0.2869	0.8439	0.8383	3.4384	1.3841	1.7039	0.778	2.4761	1.0	2.4613	0.3507	0.7965	1.4596	2.4789	0.4623	2.2996	0.935	1.7782	5.0023	0.4984	0.4089
thymine	0.2666	0.8239	0.28	1.0738	1.7965	1.0041	1.3874	1.5418	1.911	1.1409	0.8124	0.6942	1.2827	1.9604	0.5012	0.9694	0.2333	1.3011	0.6126	1.1289	0.3	0.3484	0.9311	0.9402	0.3019	1.0	0.4466	0.5501	0.2236	0.8791	0.3089	0.2668	1.1016	0.1782	0.8726
3-aminoisobutyrate	3.3512	1.7185	2.9486	0.1184	0.6551	0.7667	1.0184	0.5358	0.198	2.3153	0.8623	0.7604	1.2259	1.9522	1.9898	1.5012	1.8838	0.9668	2.7827	0.348	1.9122	1.2542	1.2212	0.8578	1.0987	1.2273	1.6947	1.1939	1.7775	1.1213	1.2187	0.8567	0.7818	0.898	2.0192
methylphosphate	1.0718	0.9886	1.9554	2.8133	7.52	0.972	6.092	3.3998	2.2313	0.7139	3.0015	2.1274	0.9216	0.7525	0.9088	1.1348	0.5152	2.0615	2.2579	2.4726	0.807	6.7951	0.9205	2.324	0.5345	0.6264	2.7504	3.7153	0.8411	1.6548	7.9997	0.8363	1.8352	0.5883	1.1944
(3'-5')-adenylylcytidine	0.7484	0.4998	0.7937	0.6847	0.2157	1.5517	0.9819	1.4327	1.1472	0.2157	0.7283	2.9035	0.3403	0.7429	0.2157	1.2097	1.0219	1.018	1.0004	0.6744	1.5697	1.1707	0.9823	0.9235	0.4658	0.7773	1.5119	1.4466	0.6511	1.7418	0.6036	0.9539	0.6065	0.9996	0.636
(3'-5')-adenylylguanosine*	0.8915	0.1984	0.7235	0.565	0.1984	1.2761	0.7407	2.1109	2.3644	0.1984	0.7134	3.0291	0.1984	0.6838	0.1984	1.0139	0.9697	0.8849	0.1984	0.5759	2.2359	0.8232	0.7407	0.7411	0.1984	0.7407	1.3811	1.2147	0.6249	2.0146	0.1984	0.7317	0.1984	1.2291	0.4828
(3'-5')-adenylyluridine	1.0954	0.6628	0.7719	0.9153	0.2691	1.7697	1.1159	2.0325	1.9532	0.5991	0.9258	2.9363	0.2822	0.7408	0.488	1.5622	1.0434	1.1009	1.0509	0.7908	1.5269	1.4524	0.9879	1.0738	0.5035	0.8022	1.7305	1.5575	0.734	2.0564	0.8051	0.9537	0.4535	1.3631	0.7565
(3'-5')-adenylyladenosine*	0.9537	0.5835	0.8532	0.7598	0.2804	1.6084	1.2216	2.4571	2.1732	0.6541	0.7764	3.0978	0.2905	1.0872	0.522	1.4475	1.0374	1.8404	0.8011	0.865	1.388	1.2576	0.8551	1.0665	0.6526	0.9316	1.5007	1.6438	0.6456	1.6703	0.5136	1.0529	0.6758	1.1421	0.6899
(3'-5')-cytidylyluridine*	0.5115	0.5115	0.5115	0.5115	0.5115	1.1279	0.9198	1.3229	2.0376	0.5115	0.7414	1.6057	0.5115	0.5115	0.5115	0.6833	0.8007	0.8286	0.8573	0.5115	1.7887	1.0	0.5446	0.5115	0.5741	0.5115	1.1038	1.0317	0.6912	1.4412	0.5117	0.5115	1.0102	0.7085	0.5115
(3'-5')-guanylyladenosine*	0.3224	0.3224	0.3224	0.3224	0.3224	0.7902	0.3224	1.6077	1.0959	0.3224	0.3224	1.9161	0.3224	0.3224	0.3224	0.3224	0.4873	1.5208	0.3224	0.3224	0.9814	0.3224	0.3224	0.3224	0.3224	0.3224	0.9695	0.8728	0.3224	1.0502	0.3224	0.3224	0.3224	0.3224	0.3224
(3'-5')-uridylylcytidine*	0.5923	0.5923	0.5923	0.5923	0.5923	0.9302	0.6913	1.4305	1.8033	0.5923	0.5923	1.2721	0.5923	0.5923	0.5923	0.5923	0.5923	0.5923	0.6963	0.5923	0.5923	0.7756	0.5923	0.5923	0.5923	0.5923	1.0887	1.2197	0.5923	1.1996	0.5923	0.5923	0.6058	0.5923	0.5923
(3'-5')-uridylylguanosine	0.4364	0.4364	0.4364	0.4364	0.4364	0.83	0.4364	1.265	1.1644	0.4364	0.4364	1.5766	0.4364	0.4364	0.4364	0.4364	0.4364	0.4364	0.4364	0.4364	0.9235	0.5248	0.4364	0.4364	0.4364	0.4364	0.8163	1.0622	0.4364	1.0	0.4364	0.4364	0.4364	0.4364	0.4364
(3'-5')-uridylyluridine	0.312	0.312	0.312	0.312	0.312	0.9787	0.312	2.5786	2.3807	0.312	0.9751	2.6824	0.312	0.312	0.312	0.5552	0.312	0.6282	0.312	0.312	1.0	1.5776	0.312	1.0	0.312	0.312	1.3188	1.8776	0.312	1.664	0.312	0.8768	1.0458	0.8713	0.312
quinolinate	0.9725	0.5313	0.6457	1.256	0.7861	1.1087	0.9945	2.6067	1.1789	0.872	0.6083	6.8759	0.9612	1.1051	1.4956	3.9708	3.647	1.0055	0.9854	0.5548	1.0492	0.9426	1.3079	0.6631	0.911	0.6215	4.2629	1.5699	2.183	1.2179	2.9283	0.8968	0.724	1.1508	0.7346
nicotinate	1.2143	1.017	1.2514	1.5763	1.6677	1.4342	1.7024	1.5049	1.3994	0.9446	1.184	1.2729	0.9298	1.128	1.0671	0.9988	0.8129	1.1371	1.4684	1.5219	0.8145	1.49	1.261	1.4836	0.7328	1.3826	1.7682	0.9652	0.675	0.9838	1.8495	0.7234	1.1333	0.6758	1.4276
nicotinate ribonucleoside	0.1843	0.1541	0.283	4.6924	7.0299	3.5074	6.9455	8.6843	10.2812	0.2266	10.6355	9.044	0.3415	0.2703	0.16	0.6569	1.3286	2.7007	4.5378	10.7184	0.9675	8.2534	1.4239	11.0201	0.5998	0.8438	6.9532	7.672	0.5945	4.4821	3.6216	6.3159	7.3489	1.8035	0.1511
nicotinic acid mononucleotide (NaMN)	2.9917	2.5187	3.1524	0.5896	0.0251	1.1307	0.0922	0.0251	0.1705	1.928	0.4816	0.3791	3.4898	3.8241	2.5545	2.7674	3.9185	0.0251	0.9749	0.6289	4.4426	0.1938	2.1664	0.2709	2.7828	2.5798	0.6008	0.0251	3.8184	0.93	0.1763	0.1183	0.063	2.8777	3.5862
nicotinamide	3.3522	0.6581	10.3045	5.3966	5.431	1.4528	5.1728	5.541	6.5032	0.5901	3.9721	1.3364	1.7907	0.6229	1.5405	2.4784	2.5508	1.0442	4.1389	7.523	3.4396	6.2544	4.0714	6.6886	1.6096	2.5062	1.336	6.8268	3.011	4.1614	3.9452	3.1572	2.5193	2.4176	1.5892
nicotinamide ribonucleotide (NMN)	0.4653	0.4453	1.0653	4.6107	0.3695	0.9972	1.5269	0.8521	2.2634	0.4899	6.1501	0.1605	6.2957	0.6077	0.7629	0.7768	2.123	0.131	4.2712	9.6203	1.1199	2.5637	2.2174	2.986	3.5433	1.2796	0.5176	0.7379	4.0776	2.3535	5.5146	1.0	1.8777	1.5635	1.4794
nicotinamide riboside	2.0506	1.7794	2.3607	1.4343	1.0141	1.4204	3.6256	0.4633	1.2561	1.9981	1.4258	1.5289	1.2683	2.3506	1.8671	1.0595	1.3476	1.076	2.7547	1.3075	2.3132	3.4644	1.7966	2.4182	0.6813	1.726	2.6123	1.2283	1.361	1.8186	1.2818	0.6376	1.0012	1.0188	1.8807
NAD+	1.545	1.0201	10.5391	0.2203	0.1023	0.7336	0.2905	0.1023	0.1023	0.5497	0.4489	2.9649	2.2167	1.2443	1.6597	3.0707	6.2213	0.6042	1.3496	1.0671	8.7495	2.64	1.0021	0.1023	0.9494	0.9979	4.5634	0.6438	3.789	4.4944	5.3328	0.1023	0.1023	2.8935	1.0883
1-methylnicotinamide	0.6196	0.1915	0.7295	5.1588	0.6719	0.6008	2.1021	10.1475	6.1464	0.0535	1.4302	11.5825	1.2455	0.4432	0.193	12.6353	8.4873	0.8093	0.6188	0.6827	0.9218	0.7342	3.3182	0.832	1.6423	0.1877	10.3078	2.6319	11.9907	0.6203	1.2596	1.2609	0.9412	2.3959	0.4571
6-hydroxynicotinate	0.8206	1.0501	0.9243	1.7038	1.4698	1.2369	2.3232	1.2364	1.654	0.7897	1.0	0.6258	1.5724	1.6058	1.0998	0.7817	0.6954	0.3736	1.5518	1.8452	0.6327	0.6377	2.1261	2.349	0.615	0.9515	0.3506	0.5541	1.1228	0.376	2.2677	1.1428	0.8548	0.3506	0.9508
trigonelline (N'-methylnicotinate)	0.7856	0.9652	0.3538	1.1914	0.3214	1.4023	1.784	1.162	1.4404	0.843	0.4739	3.7796	0.8901	0.8866	0.7101	3.2418	1.8014	0.1413	0.7726	0.394	0.3567	0.2323	1.0346	0.5022	0.553	0.8682	1.4715	0.3215	1.7275	0.2253	0.2451	0.3568	0.3172	0.4384	0.7505
N1-Methyl-2-pyridone-5-carboxamide	0.3566	0.3566	0.3566	0.8303	0.708	0.9598	1.053	0.7841	1.0446	0.3566	0.3566	1.548	0.7029	0.3566	0.3566	1.7003	1.2586	0.4728	0.3566	0.7846	0.3566	0.3566	0.3566	0.6272	0.5262	0.3566	0.3566	0.4946	1.8253	0.3566	0.8665	0.7388	0.3566	0.3566	0.8072
riboflavin (Vitamin B2)	0.7587	0.607	0.7209	3.9213	4.0408	1.6427	3.5455	4.2671	3.1532	1.2833	3.1036	1.6231	0.7251	0.7531	0.5516	0.9825	0.5029	1.6929	2.241	4.023	0.6525	3.0941	1.5305	4.3961	0.5456	1.0805	1.8332	1.6617	0.5102	1.1252	3.0542	1.1748	3.5629	0.9941	0.8952
pantoate	1.7622	0.9973	0.644	0.2955	1.0182	1.1886	1.0259	1.7839	0.4127	1.1133	1.4357	2.5096	0.0687	1.6747	1.9375	1.9129	0.0687	2.3269	0.7255	0.9014	1.7877	1.4221	0.7104	0.8771	0.4738	1.5682	1.537	1.8333	2.0112	0.9291	1.1629	1.9446	1.1816	1.3186	2.7978
pantothenate (Vitamin B5)	0.4067	0.38	0.3739	0.7974	1.7413	0.9469	1.6936	1.0869	1.5518	0.4115	1.0	0.9757	1.0	0.626	0.2501	0.5514	1.0979	2.2881	1.2106	0.8244	0.6796	1.2104	0.5906	1.1713	0.2885	0.5104	1.3646	1.1351	0.4374	0.8343	1.3546	0.808	1.1268	0.4312	0.4818
pantetheine	0.107	0.107	0.107	7.3018	4.5009	4.3297	6.9676	5.2641	8.7309	0.107	11.392	8.1877	0.4308	0.107	0.107	0.336	1.3636	0.7864	6.7785	12.6344	0.6214	12.9428	1.0926	12.6717	0.6459	0.2658	6.9722	5.2135	0.4784	5.1356	4.4826	5.2331	7.1785	1.4758	0.107
3'-dephospho-acetyl-CoA	1.0319	0.6385	14.1089	0.2265	0.2265	0.2265	0.2265	0.2265	0.2265	0.2265	0.2265	0.8982	0.6597	0.7926	1.5712	2.622	1.0	0.2265	0.2265	0.2265	2.6297	0.2265	1.0857	0.2265	0.379	1.3084	0.897	0.2265	1.0001	1.1174	0.2265	0.2265	0.2265	1.2841	1.4042
ascorbate (Vitamin C)	0.9675	0.161	1.3283	0.161	0.161	1.7805	0.161	0.161	1.7275	0.161	1.3195	1.3238	0.161	0.161	0.161	0.161	0.9963	0.9967	1.299	0.161	0.6459	0.7698	0.161	0.161	1.0121	1.3084	0.161	0.161	1.2679	2.4055	0.161	0.161	1.1257	3.1516	2.3686
ascorbic acid 3-sulfate*	0.4189	0.4189	0.4189	1.1609	0.5145	0.4189	0.4189	6.1823	0.6509	0.4189	0.4189	0.4189	0.4189	0.4189	0.4189	0.4189	0.4189	5.0829	0.4189	0.4805	0.4189	5.2748	0.4189	0.4189	0.4189	0.4189	0.8459	0.4189	0.4189	0.4189	0.4189	0.4189	0.5039	0.4189	0.4189
2-O-methylascorbic acid	0.2207	0.2207	0.2207	0.5171	23.751	0.2207	1.4054	60.6465	1.2111	0.2207	0.7601	0.4256	0.2207	0.2207	0.2207	0.5072	0.466	3.6909	0.2207	0.2207	0.2207	12.8962	0.2207	0.2207	0.2207	0.2207	4.6259	1.0391	0.2207	0.2207	0.2207	0.2207	0.7501	0.2207	0.2207
threonate	0.5106	2.8514	1.419	4.6632	4.7796	1.3745	3.6409	3.2153	1.9935	1.5276	2.2689	1.7213	0.7142	0.5628	1.2254	2.2513	0.3496	0.8044	2.0554	3.2946	0.578	1.5056	2.3849	3.6007	0.3079	0.8675	1.756	1.9775	0.7926	0.7132	4.0131	1.813	0.4277	0.8051	2.1663
alpha-tocopherol	1.1637	1.3231	1.2314	1.0901	0.7847	1.371	0.6659	1.1669	1.0634	1.5784	1.0649	0.994	1.5677	1.4724	0.9118	0.7188	1.1715	1.5837	0.8941	0.6473	1.3359	1.2718	0.7974	0.64	1.5468	1.363	0.9674	0.6478	1.0606	0.6319	1.2567	0.8957	0.9927	1.0016	1.2678
alpha-tocopherol acetate	1.4713	1.1054	1.1045	1.9889	3.1331	0.917	0.8131	2.3189	2.4514	1.128	0.8066	0.7812	0.909	0.9532	1.5633	0.8344	0.994	1.0391	0.5638	1.006	0.943	0.7683	0.6597	0.8359	1.1189	0.9471	0.505	0.6324	0.7363	0.7707	0.7449	0.4751	0.6813	0.4328	0.887
delta-tocopherol	0.6134	0.8241	0.6649	0.434	0.3574	0.5541	0.3925	0.2724	0.3824	1.3283	0.3787	0.5057	0.6779	0.8061	0.6354	0.485	0.7246	0.867	0.3889	0.2854	0.7951	0.4576	0.4413	0.2414	0.6942	0.6245	0.5195	0.3302	0.5748	0.3267	0.4259	0.3752	0.325	0.453	0.6366
alpha-tocotrienol	2.3694	2.6436	1.9397	2.4848	1.7325	2.4661	1.1193	1.4161	2.0957	2.768	1.9478	1.4838	3.5389	2.0748	1.5434	1.036	2.1683	2.2962	1.5127	1.2419	2.0209	1.7094	1.3163	1.1809	2.5543	2.326	1.1615	0.7091	1.9306	1.0094	2.555	1.0357	1.3284	1.0177	2.2439
gamma-tocotrienol	2.642	3.5471	2.9732	2.4776	1.7255	2.6421	2.0264	1.0908	2.2974	2.98	2.2701	1.866	3.9504	2.7214	2.4446	1.9556	2.8636	3.08	2.0904	1.7693	3.0566	2.5828	2.077	1.7829	3.2128	2.8519	1.698	1.4735	2.909	1.8663	2.5927	1.5091	1.8056	1.2574	3.1133
gamma-CEHC	0.8486	0.4597	0.6801	1.0409	1.2257	0.994	0.8161	2.8142	0.9829	0.4843	1.2329	2.2663	0.6884	0.5872	0.2652	1.5153	2.0814	1.5209	0.7681	1.131	1.3893	1.3803	0.8189	0.9981	1.6634	1.0307	1.4314	2.4117	1.3967	2.1037	1.0019	0.3131	2.6918	1.3299	1.1738
alpha-CEHC sulfate	0.1003	0.1003	0.1003	1.7256	118.1736	0.8929	1.0094	25.4925	5.7228	0.1003	5.8089	1.3864	0.1003	0.1003	0.1003	0.2417	0.617	22.5596	0.2805	3.6156	0.3367	26.2766	0.1837	1.5128	0.4055	0.1003	2.7798	8.9141	0.1403	3.3925	0.8457	0.2764	14.7968	0.8636	0.1003
alpha-CEHC taurine*	0.0355	0.0355	0.173	1.8527	9.9126	0.7087	1.7164	36.7638	5.662	0.0355	6.2273	0.6262	0.1291	0.0355	0.0355	0.0858	1.3686	1.714	1.2544	6.7521	0.0355	12.7262	2.0236	4.9619	0.3444	0.4771	1.5227	7.1396	0.0355	8.9281	6.7226	2.3631	4.9117	1.9214	0.1419
alpha-CEHC	0.7774	0.539	0.5767	1.3613	3.3093	1.0468	0.8797	4.8435	1.9418	0.423	1.5909	1.0154	0.8497	0.4467	0.6597	0.7655	1.58	2.3015	0.8781	1.4115	1.0427	2.3788	0.9113	1.1311	0.9554	0.8489	0.9484	3.6945	0.5688	1.9316	1.0	0.2312	2.9846	0.9813	0.7772
delta-CEHC	1.9126	1.0704	1.2309	1.1981	0.1374	0.9252	0.8536	0.1374	0.4786	0.7522	0.1374	1.303	1.0129	1.1897	0.9835	0.7001	2.6749	1.5136	1.2201	0.1374	1.6834	0.6511	1.5756	0.7671	0.8792	1.6091	1.7339	4.0895	1.0345	2.4175	0.1374	0.8339	1.4675	0.9728	2.3622
gamma-CEHC sulfate	0.5514	0.5514	0.5514	0.5514	1.2417	0.5514	0.5514	3.2541	0.5514	0.5514	0.9386	0.8404	0.5514	0.5514	0.5514	0.5514	0.5514	5.0082	0.5514	0.7262	0.5514	3.9589	0.5514	0.5514	0.5514	0.5514	0.9947	2.0607	0.5514	1.4542	0.5514	0.5514	0.7583	0.5514	0.5514
gamma-CEHC taurine*	0.1484	0.1484	0.1484	0.7644	1.6143	0.1484	0.1484	10.1287	1.3383	0.1484	2.2959	0.1484	0.1484	0.1484	0.1484	0.1484	0.6617	0.513	0.4121	2.8389	0.1484	3.8019	0.9719	2.0885	0.1484	0.1484	1.0281	3.0056	0.1484	3.1817	3.0894	1.1377	1.9324	0.7486	0.1484
gamma-tocopherol/beta-tocopherol	1.0131	1.4048	1.0978	0.9643	0.7224	1.0627	0.7573	0.5893	0.7802	2.7056	0.7445	0.8336	1.3471	1.5763	1.0014	0.9181	1.2087	1.4168	0.7498	0.5016	1.2297	0.888	0.7507	0.435	1.4144	1.1712	0.7448	0.527	0.9986	0.6547	0.8989	0.6812	0.6126	0.7733	1.1517
